"PEP"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"	"C1"	"C2"	"C3"	"D1"	"D2"	"D3"
"HPRR4320652"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320653"	0	0	0	0	0	0	0	0	0.4545	0	0	0
"HPRR4320654"	0	0	0	0	0.9479	0	0.9862	0	0	0	0	0
"HPRR4320655"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320658"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320659"	0	0	0	0.5869	0	0	0	0	0	0	0	0
"HPRR4320660"	0.7267	0.4989	0.8506	0	0.7977	0.6124	0	0	0	0	0	0
"HPRR4320661"	0	0	0	0	0	0	0	0	0.9921	0	0	0
"HPRR4320662"	0.8584	0.7053	0	0	0.7544	0	0	0	0	0	0	0
"HPRR4320663"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320668"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320669"	0	0	0	0	0.8269	0	0.2112	0	0	0	0	0
"HPRR4320670"	0	0	0	0	0.9821	0	0	0	0	0	0	0
"HPRR4320671"	0	0	0	0.9964	0.9968	0	0	0	0	0	0	0
"HPRR4320672"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320673"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320676"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320678"	0.2992	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320679"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320680"	0	0	0.763	0	0	0	0	0	0	0	0	0
"HPRR4320681"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320683"	0	0	0	0	0	0	0	0	0.246	0	0	0
"HPRR4320684"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320685"	0.9965	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320686"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320687"	0	0	0	0	0.4003	0	0.5629	0	0	0	0	0
"HPRR4320690"	0	0	0	0	0	0	0	0.632	0	0	0	0
"HPRR4320693"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320694"	0	0	0	0	0	0.3052	0	0	0	0	0	0
"HPRR4320695"	0	0	0	0	0	0.2597	0	0	0	0	0	0
"HPRR4320696"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320701"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320702"	0	0	0	0.7344	0	0	0	0	0	0	0	0
"HPRR4320703"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320705"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320706"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320707"	0.9947	0.4874	0.7761	1	0.9765	0.9885	0	0.2237	0	0	0	0
"HPRR4320709"	0	0	0	0	0.9968	0	0	0	0	0	0	0
"HPRR4320710"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320711"	0	0	0	0	0	0	0.3455	0	0.9733	0	0.9532	0
"HPRR4320712"	0.2114	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340002"	0	0	0	0	0.5285	0	0	0	0	0	0	0
"HPRR4340003"	0	0	0	0.2011	0	0	0	0	0	0	0	0
"HPRR4340004"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340005"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340007"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340009"	0	0	0	0	0	0	0	0	0.4872	0	0	0
"HPRR4340010"	0	0.9974	0	0	0	0	0	0.2833	0	0	0	0
"HPRR4340011"	0	0	0	0.6408	0	0	0	0.9547	0	0	0	0
"HPRR4340012"	0	0	0	0	0.2451	0	0	0	0	0	0	0
"HPRR4340013"	0.3991	0	0	0	0	0.8715	0	0	0	0	0	0
"HPRR4340014"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340015"	0	0	0	0	0.961	0	0	0	0	0	0	0
"HPRR4340016"	0.8599	0.9989	0	0.9984	0	0.6984	0.7474	0.8996	0	0	0	0
"HPRR4340017"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340018"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340020"	0	0	0	0.9636	0	0	0	0	0	0	0	0
"HPRR4340021"	0	0	0	0.2896	0.6635	0	0	0	0	0	0	0
"HPRR4340022"	0	0	0	0	0	0	0.6911	0	0	0	0	0
"HPRR4340024"	0.6519	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340027"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340028"	0	0.9962	0	0	0	0	0	0	0.4896	0	0	0
"HPRR4340029"	0	0.9947	0.9997	0.9983	0.9995	0.9996	0	0.9962	0	0	0	0
"HPRR4340032"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340034"	0.6283	0.9858	0	0	0.6613	0	0.2767	0	0	0	0	0
"HPRR4340037"	0	0	0	0	0	0	0.2706	0	0	0	0	0
"HPRR4340038"	0	0	0.5261	0	0	0	0	0	0	0	0	0
"HPRR4340039"	0	0	0	0	0	0	0.3701	0	0	0	0	0
"HPRR4340040"	0	0	0	0.2213	0	0	0	0	0	0	0	0
"HPRR4340041"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340042"	0	0.2848	0	0	0	0	0	0	0	0	0	0
"HPRR4340045"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340046"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340047"	0	0	0	0	0	0	0.4759	0	0	0	0	0
"HPRR4340048"	0	0	0	0	0	0	0	0.6821	0	0	0	0
"HPRR4340051"	0	0	0	0.9935	0.8318	0	0	0.9962	0	0	0	0
"HPRR4340055"	0	0	0	0	0	0.9953	0	0	0	0	0	0
"HPRR4340056"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340057"	0	0	0	0.5048	0	0	0	0	0	0	0	0
"HPRR4340059"	0	0	0	0	0.9458	1	0.9982	0	0.2487	0	0	0
"HPRR4340061"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340063"	0	0	0	0.9967	0	0	0	0	0	0	0	0
"HPRR4340064"	0	0.3677	0	0	0	0	0	0	0	0	0.6093	0.5725
"HPRR4340065"	0	0	0	0	0	0	0	0.311	0	0	0	0
"HPRR4340067"	0	0	0.4385	0	0.6815	0	0	0	0	0	0	0
"HPRR4340069"	0	0	0	0	0	0.2132	0.9963	0	0	0	0	0
"HPRR4340070"	0	0	0	0	0	0.826	0.6935	0	0	0	0	0
"HPRR4340071"	0	0	0.9774	0	0	0	0	0	0	0	0	0
"HPRR4340072"	0.2192	0.6692	0	0.9925	0.952	0.6575	0.9743	0.4537	0	0	0	0
"HPRR4340073"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340074"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340076"	0	0	0	0	0	0	0.336	0	0	0	0	0
"HPRR4340078"	0	0	0	0.9816	0.8338	0	0	0	0	0	0	0
"HPRR4340079"	0.7088	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340080"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340081"	0	0	0	0.2145	0	0	0	0	0	0	0	0
"HPRR4340083"	0	0	0	0	0	0	0	0	0.664	0	0	0
"HPRR4340084"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340085"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340086"	0	0.554	0	0	0	0	0.9316	0	0	0	0	0
"HPRR4340088"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340090"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340092"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340093"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340098"	0	0	0	0.4894	0	0	0	0	0	0	0	0
"HPRR4340101"	0	0	0	0.2373	0	0	0	0	0	0	0	0
"HPRR4340102"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340103"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340104"	0	0	0	0.7639	0.4343	0	0	0	0	0	0	0
"HPRR4340105"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340107"	0.9998	1	0.9993	1	1	1	0	0	0	0	0	0
"HPRR4340108"	0	0	0	0	0	0.3277	0	0	0	0	0	0
"HPRR4350010"	0	0	0	1	1	1	0	0	0	0	0	0
"HPRR4350017"	1	1	1	1	1	1	1	0.9999	0.9999	0	0	0
"HPRR4350028"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4350071"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4350072"	0	0	0	1	1	1	0	0	0	0	0	0
"HPRR4350081"	1	1	1	1	1	1	0	0	0.8684	0	0	0
"HPRR4350096"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4370542"	0.9994	1	0.9977	1	1	1	0	0	0	0	0	0
"HPRR4390277"	1	1	1	1	1	1	0	0.9587	0	0	0	0
"HPRR4390367"	0.9989	0	0	1	1	1	0	0	0	0	0	0
"HPRR4420016"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4420088"	0	0	0	0	0	1	0.7195	0	0	0	0	0
"HPRR4420246"	1	1	1	1	1	1	0	0	0.6017	0	0	0
"HPRR4420307"	0	0.9987	0	1	1	1	0	0	0	0	0	0
"HPRR4430109"	0	0	0	1	1	1	0	0	0	0	0	0
"HPRR4440122"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4440366"	1	1	1	1	0.9998	1	0	0	0	0	0	0
"HPRR4450069"	0.9989	0.9989	1	1	1	1	0	0	0	0	0	0
"HPRR4470196"	0.9842	0.9907	0.9916	1	1	1	0	0	0	0	0	0
"HPRR4470205"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4470317"	1	0.9923	0.9941	1	0.9998	0.9989	0	0	0	0	0	0
"HPRR4500051"	0	0	0	0	0	1	0	0	0	0	0	0
"HPRR4520044"	1	0.9979	1	1	1	1	0	0	0	0	0.9955	0
"HPRR4520046"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR4530049"	0.9988	0.9999	0.9988	1	1	1	0	0	0	0	0	0
"HPRR4530051"	0	1	1	0.7364	1	1	0	0	0	0	0	0
"HPRR4540014"	1	1	1	1	1	1	0	0	0	0	0	0
"HPRR500030"	1	0.707	1	0	0	0	1	1	1	0	0	0
"HPRR500083"	1	1	1	0	0	0.9281	1	1	1	0	0	1
"HPRR540010"	0	1	1	0	0	0	1	1	1	0	0	0
"HPRR540013"	1	1	1	0.2251	0	0.9984	1	1	1	0	0	0.4633
"HPRR590037"	1	1	1	0	0	0	1	1	1	0	0	0
"HPRR640048"	1	1	1	0	0	0	1	1	1	0	0	0
"HPRR650006"	1	1	1	0.8752	0	0	1	1	1	0	0	0
"HPRR650016"	1	1	1	0	0	0	1	1	1	0	0	0
"HPRR670080"	1	1	1	0	0	0	1	1	1	0.2669	0.2542	0
"HPRR670317"	1	1	1	0	0	0	1	1	1	0	0	0
"HPRR680239"	1	1	1	0	0	0	1	1	1	0	0	0
